node_id,fraud_score,if_score,lof_score,heuristic_score,risk_level,is_anomaly
acc_M356529345,0.443427,0.210268,0.872016,0.0,MEDIUM,0
acc_M2034571520,0.443427,0.217591,0.863778,0.0,MEDIUM,0
acc_M1364863741,0.443425,0.183005,0.902683,0.0,MEDIUM,0
acc_C837784224,0.443424,0.32252,0.745725,0.0,MEDIUM,0
tx_42685,0.443423,0.206725,0.744743,0.35,MEDIUM,0
acc_M497501602,0.44342,0.218662,0.862556,0.0,MEDIUM,0
acc_M2061552777,0.44342,0.217415,0.863957,0.0,MEDIUM,0
acc_M1931334490,0.443419,0.220694,0.860267,0.0,MEDIUM,0
acc_C2117215775,0.443419,0.240815,0.83763,0.0,MEDIUM,0
acc_C230733619,0.443418,0.202372,0.712127,0.45,MEDIUM,0
acc_M972935001,0.443418,0.216633,0.864833,0.0,MEDIUM,0
acc_C901852282,0.443417,0.201761,0.71281,0.45,MEDIUM,0
acc_M2009485901,0.443416,0.22731,0.852817,0.0,MEDIUM,0
tx_29990,0.443416,0.391903,0.536398,0.35,MEDIUM,0
acc_M162415050,0.443415,0.198147,0.885621,0.0,MEDIUM,0
tx_44542,0.443413,0.278269,0.664229,0.35,MEDIUM,0
acc_C1013953793,0.443411,0.336712,0.729726,0.0,MEDIUM,0
tx_43494,0.44341,0.228755,0.851176,0.0,MEDIUM,0
tx_45809,0.44341,0.166072,0.921694,0.0,MEDIUM,0
acc_M1994458484,0.443406,0.19171,0.892842,0.0,MEDIUM,0
acc_C267355432,0.443406,0.344223,0.721263,0.0,MEDIUM,0
acc_C579825292,0.443404,0.340108,0.725888,0.0,MEDIUM,0
tx_4462,0.443401,0.268013,0.806988,0.0,MEDIUM,0
tx_38411,0.443398,0.229278,0.850557,0.0,MEDIUM,0
acc_C1622513030,0.443397,0.226934,0.853193,0.0,MEDIUM,0
acc_M477044441,0.443396,0.224025,0.856462,0.0,MEDIUM,0
acc_C1048018130,0.443395,0.190954,0.724914,0.45,MEDIUM,0
acc_C418942589,0.443395,0.244939,0.664181,0.45,MEDIUM,0
acc_C1090297038,0.443393,0.324558,0.743354,0.0,MEDIUM,0
acc_M1031959458,0.443393,0.20681,0.875823,0.0,MEDIUM,0
acc_C713679509,0.443392,0.327332,0.740233,0.0,MEDIUM,0
acc_C1242104304,0.443388,0.264413,0.604754,0.55,MEDIUM,0
acc_M1859122652,0.443388,0.204001,0.87897,0.0,MEDIUM,0
acc_M94613064,0.443386,0.215824,0.865662,0.0,MEDIUM,0
acc_M537648036,0.443385,0.221553,0.859214,0.0,MEDIUM,0
acc_C650583123,0.443385,0.240296,0.66938,0.45,MEDIUM,0
acc_C922201254,0.443384,0.208391,0.705269,0.45,MEDIUM,0
tx_30181,0.443378,0.198386,0.885262,0.0,MEDIUM,0
acc_M1340051218,0.443377,0.192211,0.892207,0.0,MEDIUM,0
acc_C287344106,0.443375,0.354973,0.709094,0.0,MEDIUM,0
acc_M641586595,0.443375,0.226349,0.853794,0.0,MEDIUM,0
acc_C443169295,0.443372,0.29763,0.736096,0.1,MEDIUM,0
tx_25493,0.44337,0.135524,0.955959,0.0,MEDIUM,0
acc_M376552385,0.44337,0.217001,0.864299,0.0,MEDIUM,0
acc_M843888676,0.443366,0.240195,0.838197,0.0,MEDIUM,0
acc_C1832777293,0.443366,0.3352,0.562565,0.45,MEDIUM,0
acc_C860583315,0.443364,0.340387,0.725474,0.0,MEDIUM,0
acc_M1788571137,0.443362,0.208012,0.874391,0.0,MEDIUM,0
acc_C864368884,0.443361,0.352546,0.674287,0.1,MEDIUM,0
tx_38890,0.44336,0.162339,0.925767,0.0,MEDIUM,0
acc_C1113525689,0.443355,0.241784,0.667631,0.45,MEDIUM,0
acc_M2108874528,0.443353,0.199941,0.883449,0.0,MEDIUM,0
tx_44244,0.443352,0.348791,0.715991,0.0,MEDIUM,0
acc_M740827140,0.443351,0.255592,0.820836,0.0,MEDIUM,0
acc_M1014127321,0.44335,0.20545,0.877245,0.0,MEDIUM,0
acc_C2122491387,0.44335,0.282781,0.752745,0.1,MEDIUM,0
acc_C97199384,0.443347,0.300257,0.733079,0.1,MEDIUM,0
acc_M1513484204,0.443344,0.216396,0.864914,0.0,MEDIUM,0
acc_C443298466,0.44334,0.272086,0.764753,0.1,MEDIUM,0
tx_37027,0.44334,0.201901,0.749963,0.35,MEDIUM,0
acc_C1865234022,0.443339,0.193722,0.721661,0.45,MEDIUM,0
acc_M1661495706,0.443331,0.213903,0.867688,0.0,MEDIUM,0
acc_C1434932926,0.44333,0.217046,0.695397,0.45,MEDIUM,0
tx_10793,0.44333,0.210766,0.871213,0.0,MEDIUM,0
acc_M539452434,0.443327,0.214608,0.866883,0.0,MEDIUM,0
tx_19101,0.443326,0.256664,0.744567,0.2,MEDIUM,0
acc_M405602357,0.443326,0.220644,0.86009,0.0,MEDIUM,0
tx_46542,0.443323,0.204446,0.634555,0.65,MEDIUM,0
acc_M239552687,0.443319,0.238836,0.839607,0.0,MEDIUM,0
acc_M104367332,0.443316,0.210588,0.871379,0.0,MEDIUM,0
acc_C1398464310,0.443315,0.274514,0.593208,0.55,MEDIUM,0
acc_C1207096356,0.443314,0.338016,0.728016,0.0,MEDIUM,0
acc_M2042778892,0.443312,0.222614,0.857839,0.0,MEDIUM,0
acc_C696025030,0.443311,0.353428,0.710672,0.0,MEDIUM,0
acc_M292793591,0.443309,0.211977,0.869797,0.0,MEDIUM,0
acc_M1376558035,0.443305,0.254809,0.821601,0.0,MEDIUM,0
acc_C313969231,0.443304,0.353528,0.710541,0.0,MEDIUM,0
acc_M1561338153,0.443302,0.254732,0.821681,0.0,MEDIUM,0
acc_C50592708,0.443299,0.195332,0.71975,0.45,MEDIUM,0
acc_C2040500590,0.443298,0.33686,0.729278,0.0,MEDIUM,0
tx_16218,0.443298,0.372836,0.557554,0.35,MEDIUM,0
acc_M1650657437,0.443297,0.195379,0.888441,0.0,MEDIUM,0
acc_M1458175955,0.443297,0.204888,0.877744,0.0,MEDIUM,0
tx_26468,0.443297,0.267041,0.67657,0.35,MEDIUM,0
acc_C1862052159,0.443295,0.207458,0.706098,0.45,MEDIUM,0
acc_M1388273914,0.443295,0.221933,0.858562,0.0,MEDIUM,0
tx_36640,0.443293,0.201731,0.881285,0.0,MEDIUM,0
acc_M1483647688,0.443289,0.218119,0.862838,0.0,MEDIUM,0
acc_C689462758,0.443288,0.360185,0.703011,0.0,MEDIUM,0
acc_C1078782386,0.443288,0.352296,0.711886,0.0,MEDIUM,0
acc_C191345497,0.443285,0.343327,0.72197,0.0,MEDIUM,0
acc_M1151564582,0.443285,0.230833,0.848526,0.0,MEDIUM,0
acc_C1248120152,0.443284,0.335711,0.730535,0.0,MEDIUM,0
tx_42390,0.443281,0.228349,0.85131,0.0,MEDIUM,0
tx_6868,0.44328,0.149337,0.940195,0.0,MEDIUM,0
tx_38826,0.443276,0.140739,0.949859,0.0,MEDIUM,0
acc_M1499411152,0.443275,0.194471,0.889406,0.0,MEDIUM,0
acc_M1465916456,0.443273,0.247726,0.82949,0.0,MEDIUM,0
acc_C995527812,0.44327,0.19449,0.720623,0.45,MEDIUM,0
acc_M2055183685,0.44327,0.200798,0.882277,0.0,MEDIUM,0
acc_M1517766493,0.443268,0.222567,0.857782,0.0,MEDIUM,0
tx_13985,0.443265,0.15478,0.934034,0.0,MEDIUM,0
acc_C520443542,0.443261,0.303366,0.598116,0.45,MEDIUM,0
acc_M392454746,0.443261,0.206022,0.876377,0.0,MEDIUM,0
acc_M1691800619,0.44326,0.220401,0.860199,0.0,MEDIUM,0
acc_C82564697,0.443257,0.332579,0.73399,0.0,MEDIUM,0
acc_C181612319,0.443255,0.347202,0.717534,0.0,MEDIUM,0
acc_C830317639,0.443246,0.355268,0.708438,0.0,MEDIUM,0
tx_8199,0.443245,0.314103,0.754746,0.0,MEDIUM,0
acc_M1798228411,0.443245,0.218016,0.862845,0.0,MEDIUM,0
acc_C1740509828,0.443242,0.197002,0.848977,0.1,MEDIUM,0
acc_C1593500195,0.443242,0.349541,0.714871,0.0,MEDIUM,0
acc_M2000575000,0.443242,0.253088,0.82338,0.0,MEDIUM,0
acc_C2072562702,0.44324,0.337381,0.728546,0.0,MEDIUM,0
acc_M779347219,0.443238,0.203815,0.878802,0.0,MEDIUM,0
tx_34360,0.443236,0.261595,0.570045,0.65,MEDIUM,0
acc_C1049491402,0.443235,0.316259,0.752297,0.0,MEDIUM,0
acc_C727667801,0.443235,0.221319,0.652854,0.55,MEDIUM,0
acc_M1728403260,0.443232,0.212553,0.868959,0.0,MEDIUM,0
acc_M1142310109,0.443227,0.19481,0.888905,0.0,MEDIUM,0
acc_C1398260359,0.443224,0.355597,0.708014,0.0,MEDIUM,0
acc_M236275784,0.443224,0.229683,0.849666,0.0,MEDIUM,0
acc_C1821786174,0.443222,0.354855,0.708845,0.0,MEDIUM,0
tx_26649,0.44322,0.174094,0.912194,0.0,MEDIUM,0
acc_M203472514,0.443217,0.199907,0.883147,0.0,MEDIUM,0
acc_M360912328,0.443217,0.199322,0.883805,0.0,MEDIUM,0
tx_37357,0.443215,0.386462,0.542017,0.35,MEDIUM,0
tx_563,0.443213,0.249529,0.827313,0.0,MEDIUM,0
acc_M757390373,0.443212,0.231448,0.84765,0.0,MEDIUM,0
tx_43816,0.443212,0.166375,0.714608,0.55,MEDIUM,0
tx_36142,0.44321,0.276773,0.665407,0.35,MEDIUM,0
acc_C923129785,0.443209,0.212619,0.700076,0.45,MEDIUM,0
acc_C1014681106,0.443208,0.199665,0.883396,0.0,MEDIUM,0
tx_45118,0.443202,0.177522,0.908294,0.0,MEDIUM,0
tx_45322,0.443201,0.192332,0.891628,0.0,MEDIUM,0
acc_M1081841604,0.443201,0.191351,0.892733,0.0,MEDIUM,0
acc_C1628242023,0.443198,0.32375,0.575025,0.45,MEDIUM,0
acc_M314364096,0.443197,0.229986,0.849258,0.0,MEDIUM,0
acc_M375548696,0.443195,0.220055,0.860425,0.0,MEDIUM,0
acc_C1564750708,0.443193,0.222574,0.651335,0.55,MEDIUM,0
acc_M1817495451,0.443192,0.212674,0.868722,0.0,MEDIUM,0
acc_C507780934,0.443191,0.194997,0.719855,0.45,MEDIUM,0
acc_M1846768700,0.443191,0.207438,0.87461,0.0,MEDIUM,0
acc_M675015039,0.44319,0.208685,0.873204,0.0,MEDIUM,0
acc_M1933328958,0.443189,0.226951,0.852653,0.0,MEDIUM,0
acc_C819790006,0.443188,0.352851,0.711014,0.0,MEDIUM,0
tx_48787,0.443186,0.198517,0.640883,0.65,MEDIUM,0
acc_C1565474861,0.443185,0.326342,0.740826,0.0,MEDIUM,0
tx_23386,0.443185,0.183278,0.901775,0.0,MEDIUM,0
acc_C2143023641,0.443183,0.199697,0.714549,0.45,MEDIUM,0
acc_M275114572,0.443182,0.187457,0.897065,0.0,MEDIUM,0
acc_C1193411845,0.443181,0.180318,0.698844,0.55,MEDIUM,0
acc_C1803890702,0.443179,0.343008,0.722064,0.0,MEDIUM,0
acc_C291847739,0.443179,0.356625,0.706746,0.0,MEDIUM,0
acc_C809077581,0.443179,0.357857,0.705358,0.0,MEDIUM,0
acc_C226351737,0.443178,0.185078,0.730981,0.45,MEDIUM,0
tx_49245,0.443176,0.142986,0.94708,0.0,MEDIUM,0
acc_M1212448444,0.443174,0.21326,0.868017,0.0,MEDIUM,0
acc_M348148678,0.443174,0.261899,0.813298,0.0,MEDIUM,0
acc_C936753037,0.443173,0.252079,0.655594,0.45,MEDIUM,0
tx_31369,0.443171,0.206969,0.800088,0.2,MEDIUM,0
acc_C1799761730,0.443169,0.201766,0.712186,0.45,MEDIUM,0
acc_C1967335114,0.443169,0.233498,0.676488,0.45,MEDIUM,0
acc_M1307976989,0.443166,0.198458,0.88465,0.0,MEDIUM,0
acc_M287056540,0.443165,0.226602,0.852985,0.0,MEDIUM,0
tx_23013,0.443165,0.160966,0.926826,0.0,MEDIUM,0
acc_C1217225242,0.44316,0.215501,0.696711,0.45,MEDIUM,0
tx_25102,0.44316,0.288035,0.70886,0.2,MEDIUM,0
acc_M1921597152,0.443159,0.226512,0.853071,0.0,MEDIUM,0
acc_M1094448975,0.443157,0.213309,0.867919,0.0,MEDIUM,0
acc_C763228368,0.443156,0.342838,0.722196,0.0,MEDIUM,0
acc_C8255699,0.443156,0.340626,0.724687,0.0,MEDIUM,0
tx_32633,0.443155,0.328733,0.663065,0.2,MEDIUM,0
acc_M1556269943,0.443154,0.201844,0.88081,0.0,MEDIUM,0
tx_20564,0.443153,0.146413,0.943167,0.0,MEDIUM,0
acc_C291729521,0.443153,0.221053,0.690449,0.45,MEDIUM,0
tx_41632,0.443153,0.190054,0.894072,0.0,MEDIUM,0
acc_M2056117405,0.443152,0.271053,0.802947,0.0,MEDIUM,0
tx_21620,0.443151,0.224327,0.72426,0.35,MEDIUM,0
acc_M474983305,0.443148,0.219738,0.860664,0.0,MEDIUM,0
acc_M1405417067,0.443145,0.20922,0.872491,0.0,MEDIUM,0
acc_M1337347604,0.443144,0.203762,0.878627,0.0,MEDIUM,0
acc_C1850989559,0.443144,0.346979,0.71751,0.0,MEDIUM,0
tx_47832,0.443144,0.276372,0.590692,0.55,MEDIUM,0
acc_M2046840135,0.443143,0.202344,0.88022,0.0,MEDIUM,0
acc_M943625873,0.443143,0.22218,0.857905,0.0,MEDIUM,0
acc_M1754883849,0.443142,0.211995,0.86936,0.0,MEDIUM,0
tx_35236,0.443139,0.155894,0.932467,0.0,MEDIUM,0
acc_M620618717,0.443139,0.266097,0.808488,0.0,MEDIUM,0
acc_C1602019341,0.443138,0.168803,0.711692,0.55,MEDIUM,0
acc_M1720657569,0.443138,0.217007,0.863713,0.0,MEDIUM,0
tx_9457,0.443138,0.148577,0.940695,0.0,MEDIUM,0
acc_M347237314,0.443134,0.181586,0.903551,0.0,MEDIUM,0
acc_M166325623,0.443133,0.207573,0.874314,0.0,MEDIUM,0
acc_M1873095247,0.443132,0.253361,0.822799,0.0,MEDIUM,0
acc_M731081476,0.443129,0.222133,0.857924,0.0,MEDIUM,0
acc_C535081975,0.443129,0.365067,0.697121,0.0,MEDIUM,0
tx_18332,0.443129,0.17729,0.90837,0.0,MEDIUM,0
tx_48547,0.443127,0.180497,0.829758,0.2,MEDIUM,0
acc_C301453570,0.443124,0.203225,0.879182,0.0,MEDIUM,0
acc_M1203638171,0.443124,0.237424,0.840707,0.0,MEDIUM,0
acc_C1590527629,0.443121,0.20529,0.708101,0.45,MEDIUM,0
acc_M1246810186,0.443118,0.20822,0.873547,0.0,MEDIUM,0
acc_C1297513058,0.443117,0.189985,0.72531,0.45,MEDIUM,0
acc_C260740765,0.443115,0.243774,0.664793,0.45,MEDIUM,0
acc_M115004447,0.443108,0.220216,0.860027,0.0,MEDIUM,0
tx_28133,0.443106,0.141671,0.948386,0.0,MEDIUM,0
acc_C703790427,0.443105,0.197033,0.717351,0.45,MEDIUM,0
tx_10183,0.443102,0.162687,0.924731,0.0,MEDIUM,0
acc_M516875052,0.443101,0.245827,0.831197,0.0,MEDIUM,0
acc_C1316483742,0.443098,0.327714,0.739066,0.0,MEDIUM,0
acc_M839158185,0.443098,0.205695,0.876338,0.0,MEDIUM,0
tx_47499,0.443097,0.155832,0.932431,0.0,MEDIUM,0
acc_M1709395545,0.443093,0.228892,0.850229,0.0,MEDIUM,0
acc_C150037421,0.443092,0.194003,0.720726,0.45,MEDIUM,0
acc_C100785968,0.443091,0.207737,0.705273,0.45,MEDIUM,0
acc_C1452029203,0.44309,0.193129,0.721706,0.45,MEDIUM,0
acc_C885270011,0.443089,0.336149,0.729555,0.0,MEDIUM,0
acc_M902024115,0.443085,0.204044,0.878163,0.0,MEDIUM,0
tx_31482,0.443085,0.337945,0.596275,0.35,MEDIUM,0
acc_C781356523,0.443082,0.300787,0.731821,0.1,MEDIUM,0
tx_41684,0.443078,0.231204,0.716341,0.35,MEDIUM,0
acc_C1800389329,0.443076,0.330126,0.736299,0.0,MEDIUM,0
tx_17868,0.443075,0.325499,0.741501,0.0,MEDIUM,0
acc_M968425329,0.443074,0.182239,0.902666,0.0,MEDIUM,0
acc_C1112543876,0.443069,0.345881,0.718558,0.0,MEDIUM,0
acc_M990427185,0.443065,0.240222,0.837412,0.0,MEDIUM,0
acc_C835733117,0.443061,0.353231,0.710269,0.0,MEDIUM,0
tx_26307,0.44306,0.146313,0.943048,0.0,MEDIUM,0
acc_C832046534,0.443059,0.338131,0.727251,0.0,MEDIUM,0
tx_26958,0.443059,0.334845,0.599698,0.35,MEDIUM,0
acc_C1484591883,0.443052,0.223458,0.649991,0.55,MEDIUM,0
acc_M530410619,0.443051,0.215373,0.865332,0.0,MEDIUM,0
acc_M1527292961,0.443048,0.174409,0.91141,0.0,MEDIUM,0
acc_C1888627296,0.443044,0.364905,0.659592,0.1,MEDIUM,0
acc_M923013679,0.443044,0.260438,0.814617,0.0,MEDIUM,0
acc_C1536134207,0.443043,0.183551,0.694863,0.55,MEDIUM,0
acc_M1506948661,0.44304,0.23285,0.845644,0.0,MEDIUM,0
acc_M1785024844,0.44304,0.221026,0.858946,0.0,MEDIUM,0
acc_C995724651,0.443033,0.188696,0.726549,0.45,MEDIUM,0
acc_M1187175393,0.443032,0.209423,0.871979,0.0,MEDIUM,0
acc_C1430251794,0.443032,0.189113,0.726076,0.45,MEDIUM,0
acc_C2093472831,0.44303,0.340543,0.724464,0.0,MEDIUM,0
acc_C665177393,0.443028,0.315805,0.75229,0.0,MEDIUM,0
acc_M1523415191,0.443027,0.20915,0.872272,0.0,MEDIUM,0
tx_47598,0.443026,0.164563,0.922432,0.0,MEDIUM,0
tx_2541,0.443025,0.154641,0.933591,0.0,MEDIUM,0
acc_C1569311766,0.443023,0.304284,0.727738,0.1,MEDIUM,0
acc_C711590723,0.44302,0.205454,0.707664,0.45,MEDIUM,0
acc_M443668686,0.44302,0.205933,0.875876,0.0,MEDIUM,0
tx_9264,0.44302,0.13568,0.954911,0.0,MEDIUM,0
acc_M449518630,0.443018,0.192714,0.890741,0.0,MEDIUM,0
acc_M1671900358,0.443013,0.212173,0.868838,0.0,MEDIUM,0
acc_M1829543571,0.443012,0.213528,0.867312,0.0,MEDIUM,0
acc_M1846539844,0.443008,0.195131,0.887998,0.0,MEDIUM,0
tx_19881,0.443005,0.154082,0.934172,0.0,MEDIUM,0
acc_C1136919470,0.443003,0.250052,0.65745,0.45,MEDIUM,0
acc_M2042091904,0.443002,0.205362,0.876474,0.0,MEDIUM,0
acc_C1753128715,0.442995,0.42297,0.594148,0.1,MEDIUM,0
acc_M1951189508,0.442995,0.239686,0.83784,0.0,MEDIUM,0
acc_C1885738296,0.442993,0.236285,0.804161,0.1,MEDIUM,0
acc_M839291796,0.442993,0.232221,0.846234,0.0,MEDIUM,0
acc_M2079635991,0.442991,0.187527,0.89651,0.0,MEDIUM,0
acc_C1654228203,0.442988,0.338093,0.727116,0.0,MEDIUM,0
acc_C890758820,0.442988,0.222382,0.68854,0.45,MEDIUM,0
tx_28617,0.442987,0.204527,0.877376,0.0,MEDIUM,0
acc_M1145512119,0.442987,0.216302,0.864129,0.0,MEDIUM,0
acc_M1108639122,0.442986,0.223981,0.855486,0.0,MEDIUM,0
acc_C605141301,0.442985,0.184386,0.731277,0.45,MEDIUM,0
acc_M601206185,0.44298,0.230637,0.847984,0.0,MEDIUM,0
tx_25653,0.442979,0.188376,0.895524,0.0,MEDIUM,0
acc_C259251414,0.442975,0.350014,0.713672,0.0,MEDIUM,0
acc_M630913051,0.442973,0.199298,0.883222,0.0,MEDIUM,0
acc_M412486372,0.442973,0.200588,0.88177,0.0,MEDIUM,0
tx_24710,0.442965,0.15982,0.927615,0.0,MEDIUM,0
acc_C1384347509,0.442963,0.212635,0.661944,0.55,MEDIUM,0
acc_C2110785285,0.442962,0.344709,0.719606,0.0,MEDIUM,0
tx_3697,0.442962,0.14028,0.94959,0.0,MEDIUM,0
acc_M1146484093,0.442961,0.215853,0.864568,0.0,MEDIUM,0
tx_14636,0.442961,0.174523,0.911064,0.0,MEDIUM,0
acc_C1925809624,0.442957,0.222507,0.688323,0.45,MEDIUM,0
acc_M447958584,0.442956,0.249032,0.827229,0.0,MEDIUM,0
acc_C1980418100,0.442955,0.335515,0.729934,0.0,MEDIUM,0
acc_M1568975352,0.442955,0.2025,0.879574,0.0,MEDIUM,0
acc_C919900206,0.442953,0.328011,0.738369,0.0,MEDIUM,0
acc_M1195473402,0.44295,0.234362,0.843717,0.0,MEDIUM,0
tx_20986,0.442949,0.135265,0.955199,0.0,MEDIUM,0
tx_38133,0.442949,0.171984,0.913891,0.0,MEDIUM,0
acc_C495349136,0.442948,0.295642,0.606023,0.45,MEDIUM,0
acc_C730175650,0.442947,0.180763,0.735261,0.45,MEDIUM,0
acc_M181200398,0.442945,0.256274,0.819054,0.0,MEDIUM,0
acc_M1315482989,0.442944,0.196653,0.886124,0.0,MEDIUM,0
acc_C780302812,0.442944,0.197971,0.715893,0.45,MEDIUM,0
acc_M554634433,0.442943,0.220984,0.85875,0.0,MEDIUM,0
acc_C600377494,0.442941,0.336189,0.729139,0.0,MEDIUM,0
acc_M1084173326,0.442941,0.210545,0.870489,0.0,MEDIUM,0
acc_C224661478,0.442941,0.197776,0.716105,0.45,MEDIUM,0
acc_M1610372241,0.442937,0.254255,0.821306,0.0,MEDIUM,0
acc_C2004427835,0.442935,0.191539,0.723106,0.45,MEDIUM,0
acc_C1539349281,0.44293,0.178084,0.869481,0.1,MEDIUM,0
acc_M1381311399,0.44293,0.240759,0.836472,0.0,MEDIUM,0
acc_M1339345635,0.442927,0.209557,0.871565,0.0,MEDIUM,0
acc_M1020745918,0.442927,0.234929,0.843023,0.0,MEDIUM,0
acc_C622287174,0.442926,0.34111,0.723567,0.0,MEDIUM,0
acc_M406962353,0.442923,0.220858,0.858843,0.0,MEDIUM,0
acc_M215600758,0.442923,0.226263,0.852762,0.0,MEDIUM,0
acc_M330130251,0.442923,0.298934,0.771006,0.0,MEDIUM,0
acc_C32688535,0.442921,0.335359,0.730023,0.0,MEDIUM,0
acc_M1355977634,0.44292,0.186391,0.897611,0.0,MEDIUM,0
acc_M221033168,0.442917,0.2099,0.871156,0.0,MEDIUM,0
tx_36990,0.442912,0.234819,0.63686,0.55,MEDIUM,0
acc_M2066366456,0.44291,0.216294,0.863944,0.0,MEDIUM,0
tx_10127,0.442909,0.219061,0.729577,0.35,MEDIUM,0
tx_15212,0.442908,0.196,0.886769,0.0,MEDIUM,0
tx_44645,0.442906,0.287154,0.784215,0.0,MEDIUM,0
tx_29244,0.442905,0.340069,0.724685,0.0,MEDIUM,0
acc_C411771469,0.442904,0.182729,0.732941,0.45,MEDIUM,0
acc_C2139347074,0.442901,0.198094,0.715646,0.45,MEDIUM,0
acc_M889237296,0.4429,0.254823,0.820574,0.0,MEDIUM,0
acc_C691271252,0.442898,0.191559,0.722989,0.45,MEDIUM,0
acc_C1260999448,0.442896,0.322638,0.744271,0.0,MEDIUM,0
acc_C699851727,0.44289,0.260775,0.645102,0.45,MEDIUM,0
acc_M2079194044,0.442889,0.204914,0.876694,0.0,MEDIUM,0
acc_M1625194509,0.442888,0.21118,0.869642,0.0,MEDIUM,0
acc_M1323829908,0.442888,0.213067,0.867519,0.0,MEDIUM,0
tx_31891,0.442886,0.16144,0.925594,0.0,MEDIUM,0
tx_17096,0.442885,0.148091,0.94061,0.0,MEDIUM,0
tx_40525,0.44288,0.214743,0.659364,0.55,MEDIUM,0
acc_M1259197863,0.442874,0.257619,0.817363,0.0,MEDIUM,0
acc_C1356985340,0.442872,0.323077,0.743718,0.0,MEDIUM,0
acc_M1322354584,0.442871,0.235848,0.841847,0.0,MEDIUM,0
acc_C200598670,0.442871,0.215705,0.69576,0.45,MEDIUM,0
acc_C1251687413,0.442866,0.167836,0.88085,0.1,MEDIUM,0
acc_M1446362322,0.442866,0.219534,0.86019,0.0,MEDIUM,0
acc_M1926514433,0.442864,0.205201,0.876308,0.0,MEDIUM,0
acc_C923032392,0.442863,0.205544,0.707171,0.45,MEDIUM,0
acc_C1651275809,0.442857,0.343783,0.720387,0.0,MEDIUM,0
acc_C2039984535,0.442856,0.392869,0.665162,0.0,MEDIUM,0
acc_C2069232771,0.442852,0.335242,0.729984,0.0,MEDIUM,0
acc_C879749545,0.442851,0.345324,0.718638,0.0,MEDIUM,0
tx_18751,0.442845,0.271803,0.670083,0.35,MEDIUM,0
acc_C1725054538,0.442844,0.33399,0.731371,0.0,MEDIUM,0
acc_M946260334,0.442841,0.196796,0.885708,0.0,MEDIUM,0
tx_13075,0.44284,0.169213,0.916736,0.0,MEDIUM,0
tx_9237,0.442836,0.145901,0.942951,0.0,MEDIUM,0
acc_C682610068,0.442834,0.337169,0.55902,0.45,MEDIUM,0
tx_43526,0.442832,0.267151,0.731535,0.2,MEDIUM,0
acc_M1206931021,0.442832,0.219904,0.859687,0.0,MEDIUM,0
acc_C463814318,0.44283,0.179423,0.736475,0.45,MEDIUM,0
acc_C1830688060,0.442823,0.197774,0.715811,0.45,MEDIUM,0
tx_10713,0.442819,0.137654,0.952187,0.0,MEDIUM,0
acc_M1461347900,0.442817,0.297776,0.772044,0.0,MEDIUM,0
acc_M1097898664,0.442813,0.239875,0.837174,0.0,MEDIUM,0
tx_8167,0.442813,0.229905,0.717139,0.35,MEDIUM,0
acc_M448133058,0.442805,0.244061,0.832445,0.0,MEDIUM,0
tx_45186,0.442804,0.147115,0.941506,0.0,MEDIUM,0
acc_C709627821,0.442801,0.327869,0.73815,0.0,MEDIUM,0
acc_C1313685064,0.4428,0.182532,0.864152,0.1,MEDIUM,0
acc_M942411959,0.442799,0.235742,0.841787,0.0,MEDIUM,0
tx_7188,0.442798,0.201975,0.879773,0.0,MEDIUM,0
tx_9012,0.442797,0.17647,0.908465,0.0,MEDIUM,0
acc_C1931077122,0.442793,0.197377,0.716183,0.45,MEDIUM,0
tx_7357,0.442791,0.236772,0.840608,0.0,MEDIUM,0
acc_M1192809248,0.442791,0.205824,0.875427,0.0,MEDIUM,0
acc_C1714867126,0.44279,0.332609,0.732791,0.0,MEDIUM,0
acc_M378922571,0.442789,0.215729,0.864277,0.0,MEDIUM,0
acc_C1908990990,0.442788,0.204684,0.707952,0.45,MEDIUM,0
acc_C548030869,0.442787,0.270344,0.596579,0.55,MEDIUM,0
acc_C1557119195,0.442787,0.193705,0.7203,0.45,MEDIUM,0
acc_C686673148,0.442787,0.260785,0.607333,0.55,MEDIUM,0
tx_24562,0.442787,0.179382,0.905164,0.0,MEDIUM,0
acc_C235781605,0.442787,0.196834,0.716778,0.45,MEDIUM,0
tx_28432,0.442786,0.15328,0.934524,0.0,MEDIUM,0
acc_M904373324,0.442786,0.198117,0.884084,0.0,MEDIUM,0
acc_C1475277163,0.442783,0.403882,0.65259,0.0,MEDIUM,0
acc_C1814058804,0.442782,0.328691,0.737178,0.0,MEDIUM,0
acc_C1123238454,0.442781,0.299178,0.601627,0.45,MEDIUM,0
acc_C1919952997,0.442777,0.214812,0.696528,0.45,MEDIUM,0
acc_M1826328883,0.442774,0.217624,0.862108,0.0,MEDIUM,0
acc_C1539038539,0.442771,0.347121,0.716415,0.0,MEDIUM,0
acc_C141992883,0.442769,0.354447,0.708168,0.0,MEDIUM,0
acc_C233325119,0.442769,0.350993,0.712054,0.0,MEDIUM,0
acc_M1469974111,0.442767,0.220669,0.858665,0.0,MEDIUM,0
acc_C1759151699,0.442767,0.189011,0.72553,0.45,MEDIUM,0
acc_C789982400,0.442766,0.335786,0.729155,0.0,MEDIUM,0
tx_9147,0.442762,0.158276,0.928844,0.0,MEDIUM,0
tx_43929,0.442761,0.311688,0.625004,0.35,MEDIUM,0
acc_M1834739651,0.442761,0.191539,0.891421,0.0,MEDIUM,0
